tconst	parentTconst	seasonNumber	episodeNumber
tt0517069	tt0174376	6	4
tt0517070	tt0174376	11	1
tt0517071	tt0174376	12	5
tt0517072	tt0174376	8	4
tt0517073	tt0174376	7	5
tt0517074	tt0174376	9	6
tt0517075	tt0174376	6	6
tt0517076	tt0174376	3	2
tt0517077	tt0174376	8	2
tt0517078	tt0174376	5	1
tt0517079	tt0174376	11	2
tt0517080	tt0364786	2	2
tt0517081	tt0194593	1	6
tt0517082	tt0194593	1	2
tt0517083	tt0194593	1	3
tt0517084	tt0194593	1	5
tt0517085	tt0115182	1	6
tt0517086	tt0115182	1	3
tt0517087	tt0390682	4	4
tt0517088	tt0390682	1	5
tt0517089	tt0390682	4	6
tt0517090	tt0390682	1	6
tt0517091	tt0390682	4	2
tt0517092	tt0390682	1	2
tt0517093	tt0390682	3	1
tt0517094	tt0390682	2	1
tt0517095	tt0390682	3	5
tt0517096	tt0390682	2	2
tt0517097	tt0390682	2	4
tt0517098	tt0390682	3	3
tt0517099	tt0390682	3	4
tt0517100	tt0390682	2	5
tt0517101	tt0390682	1	3
tt0517102	tt0390682	3	2
tt0517103	tt0390682	2	3
tt0517104	tt0390682	1	1
tt0517105	tt0390682	3	6
tt0517106	tt0390682	2	6
tt0517107	tt0390682	1	4
tt0517108	tt0390682	4	1
tt0517109	tt0390682	4	5
tt0517110	tt0390682	4	3
tt0517111	tt0061235	1	4
tt0517112	tt0061235	1	6
tt0517113	tt0061235	1	1
tt0517114	tt0159849	1	5
tt0517115	tt0159849	1	1
tt0517116	tt0159849	1	3
tt0517117	tt0159849	1	2
tt0517118	tt0159849	1	4
tt0517119	tt0159849	1	6
tt0517120	tt0190171	1	12
tt0517121	tt0190171	1	9
tt0517122	tt0190171	2	3
tt0517123	tt0190171	2	12
tt0517124	tt0190171	2	4
tt0517125	tt0190171	2	9
tt0517126	tt0190171	1	11
tt0517127	tt0442630	1	10
tt0517128	tt0442630	1	11
tt0517129	tt0442630	2	2
tt0517130	tt0442630	2	3
tt0517131	tt0442630	2	1
tt0517132	tt0442630	1	12
tt0517133	tt0344620	\N	\N
tt0517134	tt0344620	\N	\N
tt0517135	tt0344620	1	9
tt0517136	tt0375260	\N	\N
tt0517137	tt0375260	\N	\N
tt0517138	tt0375260	\N	\N
tt0517139	tt0375260	\N	\N
tt0517140	tt0375260	\N	\N
tt0517141	tt0261463	1	22
tt0517142	tt0442867	1	1
tt0517143	tt0442867	1	2
tt0517144	tt0442867	1	3
tt0517145	tt0442867	1	4
tt0517146	tt0442867	1	5
tt0517147	tt0442867	1	6
tt0517148	tt0442867	1	7
tt0517149	tt0442867	1	8
tt0517150	tt0442867	1	9
tt0517151	tt0440981	2	9
tt0517152	tt0440981	2	14
tt0517153	tt0440981	2	1
tt0517154	tt0440981	2	6
tt0517155	tt0440981	2	5
tt0517156	tt0440981	1	5
tt0517157	tt0440981	1	8
tt0517158	tt0440981	1	9
tt0517159	tt0440981	2	10
tt0517160	tt0440981	1	12
tt0517161	tt0440981	2	4
tt0517162	tt0440981	1	6
tt0517163	tt0440981	1	10
tt0517164	tt0440981	1	1
tt0517165	tt0440981	2	2
tt0517166	tt0440981	1	7
tt0517167	tt0440981	1	13
tt0517168	tt0440981	1	11
tt0517169	tt0440981	1	4
tt0517171	tt0440981	1	2
tt0517172	tt0440981	2	7
tt0517173	tt0440981	1	3
tt0517174	tt0418369	\N	\N
tt0517175	tt0418369	\N	\N
tt0517176	tt0418369	\N	\N
tt0517177	tt0418369	\N	\N
tt0517178	tt0418369	\N	\N
tt0517179	tt0418369	\N	\N
tt0517180	tt0418369	\N	\N
tt0517181	tt0486682	\N	\N
tt0517182	tt0486682	\N	\N
tt0517183	tt0486682	\N	\N
tt0517184	tt0486682	\N	\N
tt0517185	tt0486682	\N	\N
tt0517186	tt0486682	\N	\N
tt0517187	tt0486682	\N	\N
tt0517188	tt0486682	\N	\N
tt0517189	tt0486682	\N	\N
tt0517190	tt0486682	\N	\N
tt0517191	tt0486682	\N	\N
tt0517192	tt0486682	\N	\N
tt0517193	tt0486682	\N	\N
tt0517194	tt0486682	\N	\N
tt0517195	tt0486682	\N	\N
tt0517196	tt0486682	\N	\N
tt0517197	tt0486682	\N	\N
tt0517198	tt0205615	\N	\N
tt0517199	tt0205615	\N	\N
tt0517200	tt0205615	\N	\N
tt0517201	tt0205615	\N	\N
tt0517202	tt0205615	\N	\N
tt0517203	tt0205615	\N	\N
tt0517204	tt0205615	\N	\N
tt0517205	tt0205615	\N	\N
tt0517206	tt0080193	1	7
tt0517207	tt0078564	1	3
tt0517208	tt0078564	3	1
tt0517209	tt0078564	2	10
tt0517210	tt0078564	3	7
tt0517211	tt0078564	2	3
tt0517212	tt0078564	2	5
tt0517213	tt0078564	1	4
tt0517214	tt0078564	3	14
tt0517215	tt0078564	3	6
tt0517216	tt0078564	2	13
tt0517217	tt0078564	2	11
tt0517218	tt0078564	2	9
tt0517219	tt0078564	2	8
tt0517220	tt0078564	1	5
tt0517221	tt0078658	1	22
tt0517222	tt0078564	2	4
tt0517223	tt0078564	3	12
tt0517224	tt0078564	3	11
tt0517225	tt0078564	1	2
tt0517226	tt0078564	2	14
tt0517227	tt0078564	2	12
tt0517228	tt0078564	2	1
tt0517229	tt0078564	3	2
tt0517231	tt0078564	2	7
tt0517232	tt0078564	3	3
tt0517233	tt0078564	3	4
tt0517234	tt0078564	2	21
tt0517235	tt0078564	2	19
tt0517236	tt0078564	2	18
tt0517237	tt0078564	1	7
tt0517238	tt0078564	3	15
tt0517239	tt0078564	2	15
tt0517240	tt0078564	1	8
tt0517241	tt0078564	3	13
tt0517243	tt0096538	1	3
tt0517244	tt0096538	1	5
tt0517245	tt0096538	1	2
tt0517248	tt0096538	2	5
tt0517249	tt0096538	2	7
tt0517250	tt0096538	2	6
tt0517253	tt0096538	2	3
tt0517254	tt0217172	1	3
tt0517255	tt0217172	1	2
tt0517256	tt0217172	1	4
tt0517257	tt0217172	1	1
tt0517258	tt0217172	1	6
tt0517259	tt0217172	2	2
tt0517260	tt0217172	2	3
tt0517261	tt0217172	1	5
tt0517262	tt0217172	2	4
tt0517263	tt0179006	1	12
tt0517264	tt0179006	1	13
tt0517265	tt0179006	1	15
tt0517266	tt0179006	1	16
tt0517267	tt0179006	1	17
tt0517268	tt0179006	1	19
tt0517269	tt0179006	1	20
tt0517270	tt0179006	1	21
tt0517271	tt0179006	1	22
tt0517272	tt0179006	1	23
tt0517273	tt0179006	1	24
tt0517274	tt0179006	1	6
tt0517275	tt0179006	1	7
tt0517276	tt0179006	1	8
tt0517277	tt0179006	1	9
tt0517278	tt0406394	\N	\N
tt0517279	tt0240256	5	246
tt0517280	tt0240256	6	259
tt0517281	tt0240256	6	344
tt0517282	tt0240256	8	251
tt0517283	tt0240256	8	305
tt0517284	tt0240256	8	314
tt0517285	tt0240256	9	65
tt0517286	tt0240256	9	74
tt0517287	tt0283706	\N	\N
tt0517288	tt0450207	\N	\N
tt0517289	tt0344621	\N	\N
tt0517290	tt0344621	\N	\N
tt0517291	tt0344621	\N	\N
tt0517292	tt0344621	\N	\N
tt0517293	tt0344621	\N	\N
tt0517294	tt0344621	\N	\N
tt0517295	tt0344621	\N	\N
tt0517296	tt0344621	\N	\N
tt0517297	tt0344621	\N	\N
tt0517298	tt0344621	\N	\N
tt0517299	tt0344621	\N	\N
tt0517300	tt0344621	\N	\N
tt0517301	tt0344621	\N	\N
tt0517302	tt0344621	\N	\N
tt0517303	tt0344621	\N	\N
tt0517304	tt0344621	\N	\N
tt0517305	tt0344621	\N	\N
tt0517306	tt0344621	\N	\N
tt0517307	tt0344621	\N	\N
tt0517308	tt0344621	\N	\N
tt0517309	tt0344621	\N	\N
tt0517310	tt0344621	\N	\N
tt0517311	tt0344621	\N	\N
tt0517312	tt0344621	\N	\N
tt0517313	tt0344621	\N	\N
tt0517314	tt0344621	\N	\N
tt0517315	tt0344621	\N	\N
tt0517316	tt0344621	\N	\N
tt0517317	tt0344621	\N	\N
tt0517318	tt0344621	\N	\N
tt0517319	tt0344621	\N	\N
tt0517320	tt0344621	\N	\N
tt0517321	tt0344621	\N	\N
tt0517322	tt0344621	\N	\N
tt0517323	tt0344621	\N	\N
tt0517324	tt0344621	\N	\N
tt0517325	tt0344621	\N	\N
tt0517326	tt0344621	\N	\N
tt0517327	tt0344621	\N	\N
tt0517328	tt0344621	\N	\N
tt0517329	tt0344621	\N	\N
tt0517330	tt0344621	\N	\N
tt0517331	tt0344621	\N	\N
tt0517332	tt0344621	\N	\N
tt0517333	tt0344621	\N	\N
tt0517334	tt0344621	\N	\N
tt0517335	tt0344621	\N	\N
tt0517336	tt0344621	\N	\N
tt0517337	tt0344621	\N	\N
tt0517338	tt0344621	\N	\N
tt0517339	tt0344621	\N	\N
tt0517340	tt0344621	\N	\N
tt0517341	tt0244896	7	5
tt0517342	tt0457222	\N	\N
tt0517343	tt0278848	1	1
tt0517344	tt0214333	\N	\N
tt0517345	tt0214333	\N	\N
tt0517346	tt0214333	\N	\N
tt0517347	tt0214333	\N	\N
tt0517348	tt0214333	\N	\N
tt0517349	tt0214333	\N	\N
tt0517350	tt0103356	\N	\N
tt0517351	tt0103356	\N	\N
tt0517352	tt0103356	\N	\N
tt0517354	tt0389574	1	3
tt0517355	tt0458247	1	1
tt0517356	tt0458247	\N	\N
tt0517357	tt0073961	2	13
tt0517358	tt0073961	1	8
tt0517359	tt0073961	1	1
tt0517360	tt0073961	1	14
tt0517361	tt0073961	1	15
tt0517362	tt0073961	2	1
tt0517363	tt0073961	2	8
tt0517364	tt0073961	1	16
tt0517367	tt0073961	2	7
tt0517368	tt0073961	1	3
tt0517369	tt0073961	2	10
tt0517370	tt0073961	1	17
tt0517371	tt0073961	1	21
tt0517372	tt0073961	1	11
tt0517373	tt0073961	1	9
tt0517374	tt0073961	2	5
tt0517375	tt0073961	1	19
tt0517376	tt0073961	1	5
tt0517377	tt0073961	1	4
tt0517378	tt0073961	2	12
tt0517379	tt0073961	1	2
tt0517380	tt0073961	2	6
tt0517381	tt0073961	2	2
tt0517382	tt0073961	1	10
tt0517383	tt0073961	1	13
tt0517384	tt0073961	1	22
tt0517385	tt0073961	2	3
tt0517386	tt0073961	2	9
tt0517387	tt0073961	1	6
tt0517388	tt0073961	2	11
tt0517389	tt0073961	1	12
tt0517390	tt0073961	1	18
tt0517391	tt0073961	1	7
tt0517392	tt0073961	1	20
tt0517393	tt0073961	2	4
tt0517394	tt0111887	6	9
tt0517395	tt0111887	3	9
tt0517396	tt0111887	6	4
tt0517397	tt0111887	3	5
tt0517398	tt0111887	8	6
tt0517399	tt0111887	5	9
tt0517400	tt0111887	3	8
tt0517401	tt0111887	4	3
tt0517402	tt0111887	10	5
tt0517403	tt0111887	4	12
tt0517404	tt0111887	11	2
tt0517405	tt0111887	11	5
tt0517406	tt0111887	6	3
tt0517407	tt0111887	5	3
tt0517408	tt0111887	9	1
tt0517409	tt0111887	7	7
tt0517410	tt0111887	8	2
tt0517411	tt0111887	3	13
tt0517412	tt0111887	3	6
tt0517413	tt0111887	6	10
tt0517414	tt0111887	1	5
tt0517415	tt0111887	2	1
tt0517416	tt0111887	3	12
tt0517417	tt0111887	3	10
tt0517418	tt0111887	4	9
tt0517419	tt0111887	1	9
tt0517420	tt0111887	7	6
tt0517421	tt0111887	2	7
tt0517422	tt0111887	3	4
tt0517423	tt0111887	2	11
tt0517424	tt0111887	9	6
tt0517425	tt0111887	6	6
tt0517426	tt0111887	5	10
tt0517427	tt0111887	7	5
tt0517428	tt0111887	8	5
tt0517429	tt0111887	1	11
tt0517430	tt0111887	2	13
tt0517431	tt0111887	9	9
tt0517432	tt0111887	10	3
tt0517433	tt0111887	9	5
tt0517434	tt0111887	7	8
tt0517435	tt0111887	10	1
tt0517436	tt0111887	6	1
tt0517437	tt0111887	9	3
tt0517438	tt0111887	3	1
tt0517439	tt0111887	6	5
tt0517440	tt0111887	1	12
tt0517441	tt0111887	4	10
tt0517442	tt0111887	4	2
tt0517443	tt0111887	7	3
tt0517444	tt0111887	9	7
tt0517445	tt0111887	9	4
tt0517446	tt0111887	8	8
tt0517447	tt0111887	8	7
tt0517448	tt0111887	2	8
tt0517449	tt0111887	3	11
tt0517450	tt0111887	4	5
tt0517451	tt0111887	2	4
tt0517452	tt0111887	11	3
tt0517453	tt0111887	11	4
tt0517454	tt0111887	11	6
tt0517455	tt0111887	1	4
tt0517456	tt0111887	2	6
tt0517457	tt0111887	1	6
tt0517458	tt0111887	4	7
tt0517459	tt0111887	5	7
tt0517460	tt0111887	2	3
tt0517461	tt0111887	5	1
tt0517462	tt0111887	10	2
tt0517463	tt0111887	11	1
tt0517464	tt0111887	2	5
tt0517465	tt0111887	4	8
tt0517466	tt0111887	1	13
tt0517467	tt0111887	7	9
tt0517468	tt0111887	1	8
tt0517469	tt0111887	10	4
tt0517470	tt0111887	6	2
tt0517471	tt0111887	2	10
tt0517472	tt0111887	4	4
tt0517473	tt0111887	1	2
tt0517474	tt0111887	2	12
tt0517475	tt0111887	10	7
tt0517476	tt0111887	10	8
tt0517477	tt0111887	7	1
tt0517478	tt0111887	7	2
tt0517479	tt0111887	9	8
tt0517480	tt0111887	9	2
tt0517481	tt0111887	4	11
tt0517482	tt0111887	6	7
tt0517483	tt0111887	2	2
tt0517484	tt0111887	1	10
tt0517485	tt0111887	5	4
tt0517486	tt0111887	5	5
tt0517487	tt0111887	4	6
tt0517488	tt0111887	1	7
tt0517489	tt0111887	8	3
tt0517490	tt0111887	8	9
tt0517491	tt0111887	8	10
tt0517492	tt0111887	1	1
tt0517493	tt0111887	10	6
tt0517494	tt0111887	5	8
tt0517495	tt0111887	4	13
tt0517496	tt0111887	1	3
tt0517497	tt0111887	3	7
tt0517498	tt0111887	7	4
tt0517499	tt0111887	8	4
tt0517500	tt0111887	3	2
tt0517501	tt0111887	4	1
tt0517502	tt0111887	5	6
tt0517503	tt0111887	2	9
tt0517504	tt0111887	6	8
tt0517505	tt0111887	5	2
tt0517506	tt0111887	8	1
tt0517507	tt0111887	3	3
tt0517508	tt0111887	7	10
tt0517509	tt0145599	1	1
tt0517510	tt0145599	1	2
tt0517511	tt0145599	1	3
tt0517512	tt0145599	1	4
tt0517513	tt0145599	1	5
tt0517514	tt0145599	1	6
tt0517515	tt0145599	1	7
tt0517516	tt0145599	2	1
tt0517517	tt0145599	2	2
tt0517518	tt0145599	2	3
tt0517519	tt0145599	2	4
tt0517520	tt0145599	2	5
tt0517521	tt0145599	2	7
tt0517522	tt0098745	1	21
tt0517523	tt0098745	1	13
tt0517524	tt0098745	1	16
tt0517525	tt0098745	1	14
tt0517526	tt0098745	1	2
tt0517527	tt0098745	1	7
tt0517528	tt0098745	1	3
tt0517529	tt0098745	1	15
tt0517530	tt0098745	1	8
tt0517531	tt0098745	1	17
tt0517532	tt0098745	1	12
tt0517533	tt0098745	1	6
tt0517534	tt0098745	1	1
tt0517535	tt0098745	1	11
tt0517536	tt0098745	1	10
tt0517537	tt0098745	1	5
tt0517538	tt0098745	1	19
tt0517539	tt0098745	1	18
tt0517540	tt0098745	1	4
tt0517541	tt0252753	1	2
tt0517542	tt0252753	1	1
tt0517543	tt0252753	1	4
tt0517544	tt0252753	1	3
tt0517545	tt0252753	1	7
tt0517546	tt0252753	1	11
tt0517547	tt0252753	1	10
tt0517548	tt0252753	1	5
tt0517549	tt0252753	1	8
tt0517550	tt0252753	1	9
tt0517551	tt0252753	1	6
tt0517552	tt0307719	2	2
tt0517553	tt0307719	1	5
tt0517554	tt0307719	1	2
tt0517555	tt0307719	2	3
tt0517556	tt0307719	2	1
tt0517557	tt0307719	1	6
tt0517558	tt0307719	1	3
tt0517559	tt0094419	1	1
tt0517560	tt0094419	1	3
tt0517561	tt0094419	1	9
tt0517562	tt0156201	\N	\N
tt0517563	tt0101041	2	11
tt0517564	tt0101041	1	1
tt0517565	tt0101041	1	5
tt0517566	tt0101041	2	20
tt0517567	tt0101041	2	10
tt0517568	tt0101041	2	5
tt0517569	tt0101041	1	11
tt0517570	tt0101041	1	7
tt0517571	tt0101041	1	12
tt0517572	tt0101041	2	16
tt0517573	tt0101041	2	14
tt0517574	tt0101041	2	23
tt0517575	tt0101041	1	2
tt0517576	tt0101041	1	9
tt0517577	tt0101041	2	17
tt0517578	tt0101041	1	8
tt0517579	tt0101041	1	10
tt0517580	tt0101041	1	4
tt0517581	tt0101041	2	22
tt0517582	tt0101041	1	6
tt0517583	tt0101041	1	3
tt0517584	tt0076982	1	8
tt0517585	tt0076982	1	9
tt0517586	tt0076982	1	11
tt0517587	tt0076982	1	12
tt0517588	tt0076982	1	1
tt0517589	tt0076982	1	5
tt0517590	tt0076982	1	10
tt0517591	tt0076982	1	3
tt0517592	tt0125602	1	5
tt0517593	tt0125602	1	6
tt0517594	tt0125602	1	11
tt0517595	tt0125602	1	7
tt0517596	tt0125602	1	2
tt0517597	tt0125602	1	9
tt0517598	tt0125602	1	1
tt0517599	tt0125602	1	12
tt0517600	tt0125602	1	3
tt0517601	tt0125602	1	13
tt0517602	tt0125602	1	10
tt0517603	tt0315649	1	1
tt0517604	tt0315649	1	2
tt0517605	tt0315649	1	3
tt0517606	tt0315649	1	4
tt0517607	tt0315649	2	1
tt0517608	tt0315649	2	2
tt0517609	tt0315649	2	3
tt0517610	tt0315649	2	4
tt0517611	tt0315649	2	5
tt0517612	tt0315649	2	6
tt0517613	tt0315649	2	7
tt0517614	tt0315649	2	8
tt0517615	tt0105946	3	3
tt0517616	tt0105946	2	4
tt0517617	tt0105946	3	13
tt0517618	tt0105946	2	8
tt0517619	tt0105946	2	6
tt0517620	tt0105946	5	10
tt0517621	tt0105946	5	4
tt0517622	tt0105946	1	18
tt0517623	tt0105946	1	19
tt0517624	tt0105946	2	12
tt0517625	tt0105946	2	11
tt0517626	tt0105946	5	16
tt0517627	tt0105946	2	15
tt0517628	tt0105946	3	20
tt0517629	tt0105946	1	8
tt0517630	tt0105946	4	9
tt0517631	tt0105946	1	20
tt0517632	tt0105946	1	10
tt0517633	tt0105946	4	19
tt0517634	tt0105946	1	3
tt0517635	tt0105946	1	12
tt0517636	tt0105946	3	11
tt0517637	tt0105946	1	22
tt0517638	tt0105946	2	21
tt0517639	tt0105946	2	18
tt0517640	tt0105946	4	12
tt0517641	tt0105946	3	2
tt0517642	tt0105946	5	15
tt0517643	tt0105946	5	8
tt0517644	tt0105946	1	9
tt0517645	tt0105946	2	19
tt0517646	tt0105946	3	6
tt0517647	tt0105946	4	20
tt0517648	tt0105946	4	7
tt0517649	tt0105946	3	7
tt0517650	tt0105946	1	16
tt0517651	tt0105946	4	4
tt0517652	tt0105946	2	10
tt0517653	tt0105946	1	15
tt0517654	tt0105946	3	19
tt0517655	tt0105946	2	13
tt0517656	tt0105946	5	9
tt0517657	tt0105946	2	16
tt0517658	tt0105946	1	4
tt0517659	tt0105946	3	15
tt0517660	tt0105946	4	18
tt0517661	tt0105946	4	6
tt0517662	tt0105946	2	17
tt0517663	tt0105946	5	5
tt0517664	tt0105946	1	17
tt0517665	tt0105946	4	11
tt0517666	tt0105946	3	1
tt0517667	tt0105946	5	14
tt0517668	tt0105946	3	8
tt0517669	tt0105946	1	1
tt0517670	tt0105946	1	6
tt0517671	tt0105946	4	14
tt0517672	tt0105946	5	17
tt0517673	tt0105946	5	1
tt0517674	tt0105946	4	15
tt0517675	tt0105946	5	21
tt0517676	tt0105946	5	20
tt0517677	tt0105946	3	4
tt0517678	tt0105946	5	11
tt0517679	tt0105946	3	9
tt0517680	tt0105946	2	1
tt0517681	tt0105946	4	10
tt0517682	tt0105946	2	2
tt0517683	tt0105946	4	21
tt0517684	tt0105946	4	13
tt0517685	tt0105946	5	7
tt0517686	tt0105946	3	10
tt0517687	tt0105946	3	21
tt0517688	tt0105946	3	14
tt0517689	tt0105946	3	12
tt0517690	tt0105946	1	13
tt0517691	tt0105946	5	22
tt0517692	tt0105946	1	2
tt0517693	tt0105946	2	7
tt0517694	tt0105946	5	6
tt0517695	tt0105946	1	11
tt0517696	tt0105946	1	14
tt0517697	tt0105946	2	9
tt0517698	tt0105946	5	13
tt0517699	tt0105946	4	22
tt0517700	tt0105946	4	16
tt0517701	tt0105946	4	17
tt0517702	tt0105946	5	18
tt0517703	tt0105946	2	22
tt0517704	tt0105946	2	3
tt0517705	tt0105946	4	1
tt0517706	tt0105946	4	8
tt0517707	tt0105946	2	5
tt0517708	tt0105946	4	5
tt0517709	tt0105946	2	20
tt0517710	tt0105946	5	3
tt0517711	tt0105946	1	5
tt0517712	tt0105946	1	21
tt0517713	tt0105946	5	12
tt0517714	tt0105946	4	3
tt0517715	tt0105946	5	2
tt0517716	tt0105946	1	7
tt0517717	tt0105946	5	19
tt0517718	tt0105946	2	14
tt0517719	tt0105946	3	5
tt0517720	tt0105946	3	18
tt0517721	tt0105946	3	16
tt0517722	tt0105946	3	17
tt0517723	tt0105946	4	2
tt0517724	tt0105946	3	22
tt0517725	tt0341692	\N	\N
tt0517726	tt0341692	\N	\N
tt0517727	tt0341692	\N	\N
tt0517728	tt0341692	\N	\N
tt0517729	tt0049996	4	5
tt0517730	tt0049996	4	36
tt0517731	tt0049996	4	25
tt0517732	tt0049996	3	34
tt0517733	tt0049996	5	5
tt0517734	tt0049996	2	12
tt0517735	tt0049996	5	27
tt0517736	tt0049996	4	11
tt0517737	tt0049996	4	18
tt0517738	tt0049996	3	15
tt0517739	tt0049996	2	3
tt0517740	tt0049996	4	35
tt0517741	tt0049996	1	2
tt0517742	tt0049996	3	7
tt0517743	tt0049996	3	19
tt0517744	tt0049996	3	35
tt0517745	tt0049996	4	12
tt0517746	tt0049996	3	33
tt0517747	tt0049996	3	2
tt0517748	tt0049996	2	1
tt0517749	tt0049996	4	29
tt0517750	tt0049996	4	14
tt0517751	tt0049996	3	21
tt0517752	tt0049996	2	17
tt0517753	tt0049996	1	1
tt0517754	tt0049996	1	6
tt0517755	tt0049996	1	9
tt0517756	tt0049996	3	31
tt0517757	tt0049996	2	14
tt0517758	tt0049996	2	15
tt0517759	tt0049996	2	8
tt0517760	tt0049996	3	11
tt0517761	tt0049996	4	31
tt0517762	tt0049996	1	10
tt0517763	tt0049996	3	28
tt0517764	tt0049996	5	37
tt0517765	tt0049996	4	13
tt0517766	tt0049996	5	13
tt0517767	tt0049996	4	22
tt0517768	tt0049996	5	17
tt0517769	tt0049996	4	21
tt0517770	tt0049996	4	19
tt0517771	tt0049996	4	32
tt0517772	tt0049996	5	18
tt0517773	tt0049996	4	9
tt0517774	tt0049996	4	1
tt0517775	tt0049996	3	25
tt0517776	tt0049996	5	16
tt0517777	tt0049996	2	13
tt0517778	tt0049996	5	31
tt0517779	tt0049996	3	5
tt0517780	tt0049996	4	10
tt0517781	tt0049996	3	16
tt0517782	tt0049996	5	6
tt0517783	tt0049996	3	1
tt0517784	tt0049996	4	28
tt0517785	tt0049996	5	39
tt0517786	tt0049996	5	19
tt0517787	tt0049996	5	3
tt0517788	tt0049996	5	10
tt0517789	tt0049996	5	22
tt0517790	tt0049996	3	3
tt0517791	tt0049996	3	23
tt0517792	tt0049996	3	24
tt0517793	tt0049996	4	20
tt0517794	tt0049996	5	14
tt0517795	tt0049996	5	29
tt0517796	tt0049996	1	5
tt0517797	tt0049996	1	3
tt0517798	tt0049996	1	20
tt0517799	tt0049996	1	15
tt0517800	tt0049996	3	36
tt0517801	tt0049996	5	24
tt0517802	tt0049996	1	16
tt0517803	tt0313038	5	1
tt0517804	tt0313038	5	2
tt0517805	tt0313038	6	1
tt0517806	tt0313038	6	2
tt0517807	tt0313038	7	1
tt0517808	tt0313038	2	1
tt0517809	tt0348894	1	3
tt0517810	tt0348894	2	1
tt0517811	tt0348894	2	2
tt0517812	tt0296307	1	1
tt0517813	tt0296307	1	2
tt0517814	tt0296307	1	3
tt0517815	tt0296307	1	4
tt0517816	tt0296307	1	5
tt0517817	tt0296307	1	6
tt0517818	tt0296307	1	7
tt0517819	tt0296307	2	2
tt0517820	tt0296307	2	3
tt0517821	tt0296307	2	4
tt0517822	tt0296307	3	1
tt0517823	tt0296307	3	2
tt0517824	tt0462080	1	1
tt0517825	tt0462080	1	10
tt0517826	tt0462080	1	11
tt0517827	tt0462080	1	12
tt0517828	tt0462080	1	13
tt0517829	tt0462080	1	14
tt0517830	tt0462080	1	15
tt0517831	tt0462080	1	16
tt0517832	tt0462080	1	17
tt0517833	tt0462080	1	18
tt0517834	tt0462080	1	19
tt0517835	tt0462080	1	2
tt0517836	tt0462080	1	20
tt0517837	tt0462080	1	21
tt0517838	tt0462080	1	22
tt0517839	tt0462080	1	23
tt0517840	tt0462080	1	24
tt0517841	tt0462080	1	25
tt0517842	tt0462080	1	26
tt0517843	tt0462080	1	27
tt0517844	tt0462080	1	28
tt0517845	tt0462080	1	29
tt0517846	tt0462080	1	3
tt0517847	tt0462080	1	30
tt0517848	tt0462080	1	31
tt0517849	tt0462080	1	32
tt0517850	tt0462080	1	33
tt0517851	tt0462080	1	35
tt0517852	tt0462080	1	36
tt0517853	tt0462080	1	37
tt0517854	tt0462080	1	38
tt0517855	tt0462080	1	39
tt0517856	tt0462080	1	4
tt0517857	tt0462080	1	40
tt0517858	tt0462080	1	5
tt0517859	tt0462080	1	6
tt0517860	tt0462080	1	7
tt0517861	tt0462080	1	8
tt0517862	tt0462080	1	9
tt0517863	tt0398416	\N	\N
tt0517864	tt0398416	\N	\N
tt0517865	tt0398416	\N	\N
tt0517866	tt0398416	\N	\N
tt0517867	tt0398416	\N	\N
tt0517868	tt0398416	1	2
tt0517869	tt0398416	1	3
tt0517870	tt0398416	1	4
tt0517871	tt0185052	1	8
tt0517872	tt0213330	1	1
tt0517873	tt0213330	1	122
tt0517874	tt0213330	1	123
tt0517875	tt0213330	1	124
tt0517876	tt0213330	1	125
tt0517877	tt0213330	1	126
tt0517878	tt0213330	1	127
tt0517879	tt0213330	1	128
tt0517880	tt0213330	1	129
tt0517881	tt0213330	1	130
tt0517882	tt0213330	1	131
tt0517883	tt0213330	1	132
tt0517884	tt0213330	1	133
tt0517885	tt0213330	1	134
tt0517886	tt0213330	1	135
tt0517887	tt0213330	3	1
tt0517888	tt0213330	3	4
tt0517889	tt0213330	3	5
tt0517890	tt0213330	\N	\N
tt0517891	tt0213330	\N	\N
tt0517892	tt0213330	\N	\N
tt0517893	tt0213330	\N	\N
tt0517894	tt0213330	\N	\N
tt0517895	tt0213330	\N	\N
tt0517896	tt0191677	2	1
tt0517897	tt0283707	\N	\N
tt0517898	tt0283707	\N	\N
tt0517899	tt0283707	\N	\N
tt0517901	tt0283707	\N	\N
tt0517902	tt0283707	\N	\N
tt0517904	tt0283707	\N	\N
tt0517905	tt0283707	\N	\N
tt0517906	tt0283707	\N	\N
tt0517907	tt0283707	\N	\N
tt0517908	tt0283707	\N	\N
tt0517909	tt0283707	\N	\N
tt0517911	tt0115102	2	1
tt0517912	tt0115102	1	5
tt0517913	tt0115102	1	7
tt0517914	tt0115102	1	6
tt0517915	tt0115102	1	4
tt0517916	tt0115102	1	1
tt0517917	tt0115102	2	5
tt0517918	tt0115102	2	2
tt0517919	tt0115102	2	4
tt0517920	tt0115102	2	6
tt0517921	tt0115102	1	2
tt0517922	tt0115102	1	3
tt0517923	tt0115102	2	3
tt0517924	tt0243688	\N	\N
tt0517925	tt0115103	1	2
tt0517926	tt0115103	1	3
tt0517927	tt0115103	1	4
tt0517928	tt0457632	1	9
tt0517929	tt0457632	1	1
tt0517930	tt0457632	1	8
tt0517931	tt0457632	1	4
tt0517932	tt0457632	1	7
tt0517933	tt0307720	1	7
tt0517934	tt0307720	1	2
tt0517935	tt0307720	1	1
tt0517936	tt0307720	1	6
tt0517937	tt0307720	1	4
